BARDID,VesselID,RegistrationNumber,VesselEvent1,VesselEvent2,VesselEvent3,OtherVesselEvent,VesselCause1,VesselCause2,VesselCause3,OtherVesselCause,VesselEquipmentFailure,OtherEquipmentFailure,VesselMachineryFailure,OtherMachineryFailure,OperatorGender,OperatorAge,OperatorExperience,OperatorOtherEducation,OperatorEducation,OperatorPFDWorn,OperatorUsingAlcohol,OperatorUsingDrugs,WeatherReportsConsulted,InternetTrainingOrganization,EngineCutOffSwitchUsed,OWIArrest,BAC,DocumentNumber,HistoricalCodingVesselType,VesselType,OtherVesselType,Length,EngineType,OtherEngineType,HullMaterial,OtherHullMaterial,FuelType,Propulsion,Operation,OtherOperation,Activity,OtherActivity,RentedBoat,Manufacturer,Model,HIN,EngineManufacturer,VesselName,NumberofEngines,Horsepower,BeamWidth,DepthinFeet,DepthinInches,ModelYear,NumberBoatingCitations,VesselaCompleteLoss,NumberPeopleOnboard,NumberPeopleTowed,NumberPeopleWearingLifeJackets,NumberLifeJacketsOnboard,NumberFireExtOnboard,NumberFireExtUsed,DamagetoVessel,VesselDamageDescription,DamagetoNonVesselProperty,NonVesselPropertyDamageDescription,AmountFireExtUsed,FireExtType,NumberDeaths,NumberInjured
FL-2023-0208,2,FL7302RD,Vessel struck by another vessel,,,,None; not at fault,,,,,,,,-1,19,10 to 100 hours,,State,Y,,,,,,0,,,,Personal watercraft,,11,Inboard,,Fiberglass,,Gas,Water jet,Cruising,,Boating/relaxation,,0,YAMAHA MOTOR CO LTD,,YAMA0961I516,,,1,100,,,,2016,,,1,0,,,,0,150.0,,,,,,0.0,0.0
FL-2023-0209,1,DO1291894,Fire/explosion (non-fuel),,,,Machinery failure,,,,,,Electrical,,-1,50,101 to 500 hours,,Unknown, ,,,,,,,,,,Cabin motorboat,,57,Inboard,,Fiberglass,,Diesel,Propeller,Cruising,,Boating/relaxation,,0,Azmit,,XAX60408E818,,LIFE DOESNT SUCK,,,,,,2018,,,2,0,,,,0,10000.0,,,,,,0.0,0.0
FL-2023-0211,1,FL6671RY,Person ejected from vessel,Fall in vessel,,,Excessive speed,,,,,,,,-1,64,101 to 500 hours,,State, ,N,,,,,0,,,,Personal watercraft,,10,Inboard,,Fiberglass,,Gas,Water jet,Cruising,,Boating/relaxation,,0,BOMBARDIER CORP,,ZZN43776C404,,,1,,,,,2004,,,1,0,,,,0,0.0,,,,,,0.0,1.0
FL-2023-0212,1,,Vessel struck by another vessel,,,,None; not at fault,,,,,,,,,,No operator,,No operator,,,,,,,,,1090089,,Cabin motorboat,,54,Inboard,,Fiberglass,,Diesel,Propeller,Tied to dock/mooring,,None; not in use,,0,SEARAY,,SERY0636H900,,EUPHORIA 1,2,,,,,2000,,,0,0,,,,0,3000.0,,,,,,0.0,0.0
FL-2023-0212,2,JMP22124,Collision with recreational vessel,,,,Machinery failure,,,,,,Engine,,-1,23,Unknown,,State, ,,,,,,0,,,,Cabin motorboat,,43,Inboard,,Fiberglass,,Diesel,Propeller,Cruising,,Boating/relaxation,,0,AZIMUT,,XAX3D118F718,,PAULINA,2,800,,,,2017,,,1,0,,,,0,500.0,,,,,,0.0,0.0
FL-2023-0213,1,DO671534,Vessel struck by another vessel,,,,None; not at fault,,,,,,,,,,No operator,,No operator, ,,,,,,,,,,Auxiliary sail,,31,Inboard,,Fiberglass,,Diesel,Propeller,At anchor,,Boating/relaxation,,0,ISLAND PACKET YACHTS,,TDL31023C484,,BARBARA J,1,,,,,1984,,,3,0,,,,0,11072.0,,,,,,0.0,0.0
FL-2023-0213,2,DO604809,Collision with recreational vessel,,,,Improper lookout,Operator inattention,,,,,,,-1,33,101 to 500 hours,,No education, ,,,,,,0,,,,Cabin motorboat,,42,Inboard,,Fiberglass,,Diesel,Propeller,Cruising,,Commercial,,0,GARC,,604809,,LADY C,1,,,,,1979,,,2,0,,,,0,0.0,,,,,,0.0,0.0
FL-2023-0214,1,FL2311LP,Collision with fixed object,,,,Improper lookout,Navigation rules violation,,,,,,,-1,57,101 to 500 hours,,Unknown, ,,,,,,0,,,,Cabin motorboat,,30,Outboard,,Fiberglass,,Gas,Propeller,Cruising,,Boating/relaxation,,0,WELLCRAFT MARINE COR,,WELHHA74C101,,,2,450,,,,2001,,,2,0,,,,0,2000.0,,,,,,0.0,0.0
FL-2023-0215,1,FL0043ST,Collision with fixed object,,,,Improper lookout,Operator inattention,,,,,,,-1,51,101 to 500 hours,,Unknown, ,N,,,,,0,,,,Open motorboat,,25,Outboard,,Fiberglass,,Gas,Propeller,Cruising,,Boating/relaxation,,0,LATITUDE TOURNAMENT,,LAA25014E919,,,1,300,,,,2019,,,4,0,,,,0,10000.0,,,,,,0.0,1.0
FL-2023-0216,1,FL6778SM,Person ejected from vessel,Collision with recreational vessel,Flooding/swamping,,Operator inattention,Sharp turn,,,,,,,-1,28,10 to 100 hours,,No education,Y,,,,,,,,,,Personal watercraft,,11,Inboard,,Fiberglass,,Gas,Water jet,Changing direction,,Boating/relaxation,,0,YAMA,PWC,USYAMA0747G819,,,1,100,,,,2019,,,2,0,,,,0,5000.0,,,,,,0.0,0.0
FL-2023-0216,2,DO1196312,Vessel struck by another vessel,,,,None; not at fault,,,,,,,,,,No operator,,No operator, ,,,,,,,,,,Auxiliary sail,,38,Sterndrive,,Fiberglass,,Diesel,Propeller,At anchor,,None; not in use,,0,ADMIRAL,EXECUTIVE,OEU00038F606,,MOJO,2,60,,,,2006,,,,0,,,,0,20000.0,,,,,,0.0,0.0
FL-2023-0217,1,70156,Collision with fixed object,,,,Improper lookout,,,,,,,,-1,59,101 to 500 hours,,Unknown, ,,,,,,0,,,,Cabin motorboat,,62,Inboard,,Fiberglass,,Diesel,Propeller,Cruising,,Boating/relaxation,,0,NORDHAVN,,PAEN6230,,WALKABOUT,1,325,,,,2004,,,4,0,,,,0,3000.0,,1000.0,,,,0.0,0.0
FL-2023-0218,1,FL6678PS,Vessel struck by another vessel,,,,Improper lookout,,,,,,,,-1,16,10 to 100 hours,,State, ,N,,,,,,,,,Personal watercraft,,9,Inboard,,Fiberglass,,Gas,Water jet,Changing direction,,Boating/relaxation,,0,SEADOO,SPARK,YDVO444OL314,,,1,60,,,,2014,,,1,0,,,,0,4000.0,,,,,,0.0,1.0
FL-2023-0218,2,FL6279PT,Collision with recreational vessel,,,,Excessive speed,,,,,,,,-1,17,101 to 500 hours,,State,Y,,,,,,0,,,,Personal watercraft,,11,Inboard,,Fiberglass,,Gas,Water jet,Cruising,,Boating/relaxation,,0,YAMAHA,WAVE RUNNER,YAMA17751314,,,1,150,,,,2014,,,1,0,,,,0,500.0,,,,,,0.0,0.0
FL-2023-0219,1,FL5314SN,Grounding,,,,Excessive speed,Force of wake/wave,,,,,,,-1,18,101 to 500 hours,,State, ,,,,,,0,,,,Open motorboat,,20,Outboard,,Fiberglass,,Gas,Propeller,Cruising,,Boating/relaxation,,0,PHOENIX,920 PRO XP,CJJP72222C919,,,1,250,,,,2019,,,2,0,,,,0,15000.0,,,,,,0.0,0.0
FL-2023-0221,1,FL0040,Collision with recreational vessel,,,,Weather,,,,,,,,-1,,101 to 500 hours,,Unknown,Y,,,,,,,,,,Open motorboat,,28,Outboard,,Aluminum,,Gas,Propeller,Drifting,,Governmental,,0,GRAVOIS,RELENTLESS,GAJ28R05B919,,,2,600,,,,2019,,,3,0,,,,0,0.0,,,,,,0.0,0.0
FL-2023-0221,2,FL 3259WX,Vessel struck by another vessel,,,,None; not at fault,,,,,,,,-1,57,10 to 100 hours,,No education, ,,,,,,0,,,,Open motorboat,,32,Outboard,,Fiberglass,,Gas,Propeller,Drifting,,Fishing,,0,YELLOWFIN YACHT,32,YFY32263B323,,,2,900,,,,2023,,,3,0,,,,0,2000.0,,,,,,0.0,0.0
FL-2023-0222,1,FL3565TL,Collision with fixed object,,,,Operator inexperience,Operator inattention,,,,,,,0,59,101 to 500 hours,,Unknown, ,,,,,,0,,,,Open motorboat,,18,Outboard,,Fiberglass,,Gas,Propeller,Changing speed,,Boating/relaxation,,-1,GODFREY MARINE,DECK BOAT,GDY71298J223,,TUNDER THUNDER,1,150,,,,2023,,,4,0,,,,0,1000.0,,5000.0,,,,0.0,0.0
FL-2023-0224,1,VA3625CF,Vessel struck by another vessel,,,,Operator inattention,Improper lookout,,,,,,,-1,24,10 to 100 hours,,No education,Y,,,,,,0,,,,Personal watercraft,,10,Inboard,,Fiberglass,,Gas,Water jet,Drifting,,Boating/relaxation,,0,SEA DOO,,YDV4922B020,,,,,,,,2020,,,2,0,,,,0,3944.0,,,,,,0.0,0.0
FL-2023-0224,2,FL2678TN,Collision with recreational vessel,,,,Excessive speed,Improper lookout,,,,,,,-1,32,101 to 500 hours,,No education,Y,,,,,,0,,,,Personal watercraft,,11,Inboard,,Fiberglass,,Gas,Water jet,Changing direction,,Boating/relaxation,,0,BRP QUERETARO,,YDV52049A323,,,,,,,,2023,,,1,0,,,,0,0.0,,,,,,0.0,0.0
FL-2023-0225,1,FL1829SY,Collision with recreational vessel,,,,Improper lookout,Operator inattention,Operator inexperience,,,,,,-1,31,Under 10 hours,,State, ,,,,,,0,,,,Open motorboat,,24,Outboard,,Aluminum,,Gas,Propeller,Changing speed,,Boating/relaxation,,-1,BENTLEY ACQUISITION,,BAGS0011H021,,,1,90,,,,2021,,,3,0,,,,0,0.0,,,,,,0.0,0.0
FL-2023-0225,2,FL6010TL,Vessel struck by another vessel,,,,None; not at fault,,,,,,,,,,No operator,,No operator, ,,,,,,,,,,Open motorboat,,21,Inboard,,Fiberglass,,Gas,Water jet,At anchor,,Swimming/snorkeling,,0,YAMAHA MOTOR CORP US,,YAMC0121J718,,,2,320,,,,2018,,,2,0,,,,0,2500.0,,,,,,0.0,0.0
FL-2023-0226,1,FL1693TE,Collision with recreational vessel,Fall in vessel,,,Operator inattention,Excessive speed,,,,,,,-1,53,10 to 100 hours,,No education, ,N,,,,,0,,,,Open motorboat,,27,Outboard,,Fiberglass,,Gas,Propeller,Changing speed,,Boating/relaxation,,0,SEABRING MARINE INDU,,RGFCT171A222,,,1,,,,,2022,,,1,0,,,,0,10000.0,,,,,,0.0,1.0
FL-2023-0226,2,1336844,Vessel struck by another vessel,,,,None; not at fault,,,,,,,,-1,57,10 to 100 hours,,No education, ,,,,,,0,,,,Cabin motorboat,,42,Inboard,,Fiberglass,,Diesel,Propeller,Cruising,,Boating/relaxation,,0,CRUISER YACHTS,,CRSXJ160B223,,TRUE BLISS,2,880,,,,2023,,,2,0,,,,0,200000.0,,,,,,0.0,0.0
FL-2023-0227,1,FL9388RN,Collision with recreational vessel,,,,Navigation rules violation,,,,,,,,-1,32,Under 10 hours,,Unknown,Y,,,,,,0,,,,Personal watercraft,,10,Inboard,,Fiberglass,,Gas,Water jet,Cruising,,Boating/relaxation,,-1,YAMAHA MOTOR CORP US,,YAMA2857C818,,,1,,,,,2018,,,1,0,,,,0,0.0,,,,,,0.0,0.0
FL-2023-0227,2,FL6715TC,Vessel struck by another vessel,Person struck by vessel,Falls overboard,,None; not at fault,,,,,,,,-1,31,Under 10 hours,,Unknown, ,N,,,,,0,,,,Personal watercraft,,11,Inboard,,Fiberglass,,Gas,Water jet,Cruising,,Boating/relaxation,,-1,YAMAHA MOTOR CORP US,,YAMA0332J122,,,1,,,,,2022,,,1,0,,,,0,0.0,,,,,,0.0,1.0
FL-2023-0228,1,FL9316TD,Collision with recreational vessel,,,,Excessive speed,Navigation rules violation,,,,,,,-1,34,Unknown,,Unknown,Y,,,,,,0,,,,Personal watercraft,,11,Inboard,,Fiberglass,,Gas,Water jet,Cruising,,Boating/relaxation,,0,BRP,,YDV44318L122,,,1,,,,,2022,,,2,0,,,,0,10000.0,,,,,,0.0,0.0
FL-2023-0228,2,FL3003TH,Vessel struck by another vessel,Person struck by vessel,,,None; not at fault,,,,,,,,,,No operator,,No operator,,,,,,,,,,,Open motorboat,,24,Inboard,,Fiberglass,,Gas,Water jet,At anchor,,Boating/relaxation,,-1,YAMAHA,252XE,YAM00303E222,,,2,360,,,,2022,,,4,0,,,,0,30000.0,,,,,,0.0,2.0
FL-2023-0229,1,FL1780TH,Fall in vessel,Person ejected from vessel,Collision with fixed object,,Operator inattention,,,,,,,,-1,40,101 to 500 hours,,Unknown, ,,,,,,,,,,Open motorboat,,22,Outboard,,Fiberglass,,Gas,Propeller,Changing speed,,Boating/relaxation,,0,ROBALO,,ROBW0183D222,,,1,250,,,,2022,,,2,0,,,,0,5000.0,,,,,,0.0,0.0
FL-2023-0230,1,FL6028SZ,Collision with recreational vessel,,,,Improper lookout,,,,,,,,-1,37,Under 10 hours,,No education,Y,,,,,,0,,,,Personal watercraft,,10,Inboard,,Fiberglass,,Gas,Water jet,Changing direction,,Boating/relaxation,,-1,YAMAHA,PWC,YAMA1590C121,,,1,200,,,,2021,,,1,0,,,,0,2717.0,,,,,,0.0,0.0
FL-2023-0230,2,FL6032SZ,Vessel struck by another vessel,Flooding/swamping,Grounding,,None; not at fault,,,,,,,,0,36,Under 10 hours,,No education,Y,,,,,,0,,,,Personal watercraft,,10,Inboard,,Fiberglass,,Gas,Water jet,Cruising,,Boating/relaxation,,-1,YAMAHA,PWC,YAMA1689C121,,,1,200,,,,2021,,,1,0,,,,0,5000.0,,,,,,0.0,0.0
FL-2023-0232,1,FL9625ST,Collision with fixed object,Person ejected from vessel,,,Excessive speed,Operator inexperience,,,,,,,-1,34,Under 10 hours,,No education, ,N,,,,,0,,,,Personal watercraft,,10,Inboard,,Fiberglass,,Gas,Water jet,Cruising,,Boating/relaxation,,0,KAWASAKI MOTORS MFG,,KAW20617A606,,,1,,,,,2006,,,3,0,,,,0,1500.0,,18000.0,,,,0.0,3.0
FL-2023-0233,1,DO1335524,Other,,,No event,Excessive speed,,,,,,,,-1,48,10 to 100 hours,,No education, ,,,,,,0,,,,Cabin motorboat,,54,Inboard,,Fiberglass,,Diesel,Propeller,Cruising,,Boating/relaxation,,0,PARDO,,CDPE6131G223,,MANETTINO,2,960,,,,2023,,,1,0,,,,0,0.0,,,,,,0.0,0.0
FL-2023-0233,2,DO1279805,Collision with fixed object,,,,Force of wake/wave,,,,,,,,,,No operator,,No operator,,,,,,,,,,,Cabin motorboat,,37,Inboard,,Fiberglass,,Diesel,Propeller,Tied to dock/mooring,,None; not in use,,0,FOUNTAIN pajot,,FPA56033F717,,FLORIPA,2,440,,,,2017,,,,0,,,,0,19000.0,,,,,,0.0,0.0
FL-2023-0233,3,,Collision with fixed object,,,,Force of wake/wave,,,,,,,,,,No operator,,No operator,,,,,,,,,1298524,,Cabin motorboat,,43,Inboard,,Fiberglass,,Diesel,Propeller,Tied to dock/mooring,,None; not in use,,0,Gran TURISMO,,BEYCY067G213,,FIFI,2,560,,,,2013,,,,0,,,,0,17800.0,,,,,,0.0,0.0
FL-2023-0233,4,FL3184RM,Collision with fixed object,,,,Force of wake/wave,,,,,,,,,,No operator,,No operator,,,,,,,,,,,Open motorboat,,27,Outboard,,Fiberglass,,Gas,Propeller,Tied to dock/mooring,,None; not in use,,0,SEA RAY BOATS INC,,SERV1622I718,,,1,,,,,2018,,,,0,,,,0,6955.0,,,,,,0.0,0.0
FL-2023-0233,5,FL9649PK,Collision with fixed object,,,,Force of wake/wave,,,,,,,,,,No operator,,No operator,,,,,,,,,,,Auxiliary sail,,30,Unknown,,Fiberglass,,Diesel,Propeller,Tied to dock/mooring,,None; not in use,,0,HUNTER MARINE CORP,,HUN32189H001,,,,,,,,2001,,,,0,,,,0,24577.0,,,,,,0.0,0.0
FL-2023-0234,1,FL2734TJ,Collision with fixed object,,,,Operator inattention,,,,,,,,-1,47,101 to 500 hours,,No education, ,,,,,,0,,,,Pontoon,,20,Outboard,,Aluminum,,Gas,Propeller,Docking/undocking,,Boating/relaxation,,-1,MISTY HARBOR,,MHH1866F122,,,1,90,,,,2022,,,6,0,,,,0,2000.0,,,,,,0.0,0.0
FL-2023-0235,1,FL7408SZ,Collision with fixed object,,,,Improper lookout,,,,,,,,-1,41,10 to 100 hours,,No education, ,,,,,,0,,,,Open motorboat,,18,Outboard,,Aluminum,,Gas,Propeller,Cruising,,Boating/relaxation,,0,GATOR TAIL,,UFQ05764B121,,,1,40,,,,2021,,,3,0,,,,0,100.0,,,,,,0.0,1.0
FL-2023-0236,1,FL6612TC,Collision with recreational vessel,,,,Improper lookout,,,,,,,,-1,21,10 to 100 hours,,State, ,N,,,,,0,,,,Personal watercraft,,10,Inboard,,Fiberglass,,Gas,Water jet,Cruising,,Boating/relaxation,,-1,YAMAHA MOTOR CORP US,,YAMA0338J122,,,1,,,,,2022,,,1,0,,,,0,500.0,,,,,,0.0,1.0
FL-2023-0236,2,FL3774TN,Falls overboard,Vessel struck by another vessel,,,None; not at fault,,,,,,,,0,38,10 to 100 hours,,State,Y,,,,,,,,,,Personal watercraft,,10,Inboard,,Fiberglass,,Gas,Water jet,Drifting,,Boating/relaxation,,0,YAMAHA MOTOR CORP US,,YAMA2221C323,,,1,,,,,2023,,,1,0,,,,0,1500.0,,,,,,0.0,0.0
FL-2023-0237,1,FL2552TM,Flooding/swamping,Capsizing,Falls overboard,,Machinery failure,Weather,,,,,Engine,,-1,25,101 to 500 hours,,State,Y,,,,,,0,,,,Open motorboat,,24,Outboard,,Fiberglass,,Gas,Propeller,Cruising,,Fishing,,0,AQUASPORT,,AQABHC121697,,,1,225,,,,1997,,,6,0,,,,0,25000.0,,,,,,0.0,0.0
FL-2023-0238,1,FL3243NB,Person struck by vessel,Collision with fixed object,,,Operator inattention,Force of wake/wave,,,,,,,-1,53,Unknown,,Unknown, ,,,,,,0,,,,Open motorboat,,25,Outboard,,Fiberglass,,Gas,Propeller,Docking/undocking,,Boating/relaxation,,0,C HAWK,,KMFR2004G405,,,,,,,,2005,,,2,0,,,,0,0.0,,80.0,MARINA SLIP WOODEN STEP,,,0.0,1.0
FL-2023-0239,1,FL3938TC,Collision with fixed object,Fall in vessel,,,Improper lookout,,,,,,,,-1,61,101 to 500 hours,,Unknown, ,,,,,,0,,,,Pontoon,,22,Outboard,,Aluminum,,Gas,Propeller,Cruising,,Boating/relaxation,,-1,ENCORE BOAT BUILDERS,,ENB15646A717,,,1,70,,,,2017,,,5,0,,,,0,2000.0,,2000.0,,,,0.0,1.0
FL-2023-0241,1,FL6871DL,Vessel struck by another vessel,,,,Inadequate onboard navigation lights,,,,,,,,,,No operator,,No operator,,,,,,,,,,,Auxiliary sail,,33,Outboard,,Fiberglass,,Diesel,Propeller,At anchor,,None; not in use,,0,DEVRIES,,FLZ1457360460,,,1,90,,,,1960,,,,0,,,,0,11320.0,,,,,,0.0,0.0
FL-2023-0241,2,FL5754FS,Collision with recreational vessel,,,,Restricted vision,,,,,,,,-1,60,101 to 500 hours,,Unknown, ,,,,,,0,,,,Open motorboat,,24,Outboard,,Unknown,,Gas,Propeller,Towing,,Commercial,,0,AQUASPOR,,ASPJ2567K788,,DISCOVERY,,,,,,1988,,,1,0,,,,0,4500.0,,,,,,0.0,0.0
FL-2023-0242,1,5092DT,Collision with submerged object,,,,Operator inattention,,,,,,,,-1,72,101 to 500 hours,,No education,Y,,,,,,0,,,,Open motorboat,,15,Outboard,,Fiberglass,Other,Gas,Propeller,Cruising,,Boating/relaxation,,0,LOgic,,LOPF5995J001,,,1,50,,,,2001,,,2,0,,,,0,2000.0,,,,,,0.0,0.0
FL-2023-0243,1,FL3691RT,Flooding/swamping,Capsizing,,,Weather,,,,,,,,-1,52,101 to 500 hours,,No education,Y,,,,,,0,,,,Open motorboat,,19,Outboard,,Fiberglass,,Gas,Propeller,Cruising,,Fishing,,0,SEA CRAFT BOATS,,SXCRD432G708,,,1,150,,,,2008,,,3,0,,,,0,40000.0,,,,,,0.0,0.0
FL-2023-0244,1,FL7018LY,Fire/explosion (fuel),,,,Equipment failure,Machinery failure,Failure to vent,,Auxiliary,,Ventilation,,-1,27,10 to 100 hours,,No education, ,,,,,,0,,,,Open motorboat,,20,Sterndrive,,Fiberglass,,Gas,Propeller,Launching/loading,,Starting engine,,0,BAJA BOATS INC,,AGC30004F203,,,1,260,,,,2003,,,3,0,,,,1,150.0,,,,,,0.0,1.0
FL-2023-0245,1,FL0583RG,Collision with fixed object,Fall in vessel,,,Improper lookout,Weather,,,,,,,-1,38,101 to 500 hours,,State, ,N,,,,,0,,,,Open motorboat,,22,Outboard,,Fiberglass,,Gas,Propeller,Cruising,,Boating/relaxation,,0,"HIGHWATER MARINE,LLC",,GDY33697A616,,,1,150,,,,2016,,,6,0,,,,0,12000.0,,,,,,0.0,4.0
FL-2023-0246,1,FL5921TN,Flooding/swamping,Capsizing,,,Congested waters,Force of wake/wave,,,,,,,-1,34,10 to 100 hours,,No education, ,,,,,,0,,,,Open motorboat,,17,Inboard,,Fiberglass,,Gas,Water jet,Cruising,,Boating/relaxation,,0,BRP QUERETARO,,YDV50485A323,,,1,170,,,,2023,,,9,0,,,,0,20000.0,,,,,,0.0,0.0
FL-2023-0247,1,FL1258TF,Collision with recreational vessel,,,,Operator inattention,Operator inexperience,,,,,,,-1,42,Under 10 hours,,No education,Y,,,,,,,,,,Personal watercraft,,11,Inboard,,Fiberglass,,Gas,Water jet,Cruising,,Boating/relaxation,,-1,YAMAHA MOTOR CORP US,,YAMA2192B222,,,1,,,,,2022,,,1,0,,,,0,0.0,,,,,,0.0,0.0
FL-2023-0247,2,FL1261TF,Vessel struck by another vessel,,,,Operator inattention,Operator inexperience,,,,,,,-1,51,Under 10 hours,,No education,Y,,,,,,,,,,Personal watercraft,,11,Inboard,,Fiberglass,,Gas,Water jet,Changing direction,,Boating/relaxation,,-1,YAMAHA MOTOR CORP US,,YAMA2193B222,,,1,,,,,2022,,,1,0,,,,0,3000.0,,,,,,0.0,0.0
FL-2023-0248,1,FL8755TK,Collision with fixed object,Person ejected from vessel,Person struck by propeller,,Excessive speed,,,,,,,,-1,71,101 to 500 hours,,Unknown,Y,N,,,,,0,,,,Open motorboat,,20,Outboard,,Fiberglass,,Gas,Propeller,Changing direction,,Fishing,Fishing tournament,0,RANGER BOATS,,RGR395471122,,,1,250,,,,2022,,,2,0,,,,0,1000.0,,,,,,1.0,1.0
FL-2023-0249,1,1680FM,Collision with submerged object,Person ejected from vessel,,,Excessive speed,,,,,,,,-1,35,101 to 500 hours,,No education,N,N,,,,,0,,,,Airboat,,12,Other,Airboat engine,Aluminum,,Gas,Air thrust,Cruising,,Fishing,,0,HOME MADE,,FLZH3146K686,,,1,180,,,,1986,,,1,0,,,,0,0.0,,,,,,1.0,0.0
FL-2023-0250,1,DO1194956,Collision with recreational vessel,,,,Improper lookout,,,,,,,,-1,36,101 to 500 hours,,No education, ,,,,,,0,,,,Open motorboat,,36,Outboard,,Fiberglass,,Gas,Propeller,Cruising,,Boating/relaxation,,0,CONTENDER BOATS INC,,JDJ36230J607,,FENDER BENDER,3,900,,,,2007,,,1,0,,,,0,1000.0,,,,,,0.0,0.0
FL-2023-0250,2,FL7990ME,Vessel struck by another vessel,,,,Sharp turn,,,,,,,,-1,66,101 to 500 hours,,No education, ,,,,,,0,,,,Open motorboat,,26,Outboard,,Fiberglass,,Gas,Propeller,Changing direction,,Boating/relaxation,,0,"GRADY-WHITE BOATS,IN",,NTLCH250B202,,REEL PARADISE,2,400,,,,2002,,,2,0,,,,0,8000.0,,,,,,0.0,0.0
FL-2023-0251,1,FL4906SN,Person ejected from vessel,,,,Operator inexperience,Excessive speed,Force of wake/wave,,,,,,-1,16,101 to 500 hours,,State, ,N,,,,,0,,,,Personal watercraft,,10,Inboard,,Fiberglass,,Gas,Water jet,Changing direction,,Boating/relaxation,,0,YAMAHA MOTOR CORP US,,YAMA2468H819,,,1,100,,,,2019,,,1,0,,,,0,3000.0,,,,,,0.0,1.0
FL-2023-0252,1,FL1513PY,Grounding,,,,Alcohol,,,,,,,,-1,23,101 to 500 hours,,State, ,,,,,,,,,,Open motorboat,,22,Outboard,,Fiberglass,,Gas,Propeller,Cruising,,Boating/relaxation,,0,"MAVERICK BOAT GROUP,",,MVIAB023A515,,,1,,,,,2015,,,4,0,,,,0,200.0,,,,,,0.0,1.0
FL-2023-0253,1,PA1749DR,Falls overboard,,,,Alcohol,,,,,,,,-1,50,Under 10 hours,,No education, ,,,,,,0,,,,Pontoon,,26,Outboard,,Aluminum,,Gas,Propeller,Cruising,,Boating/relaxation,,0,Sun Tracker,,BUJ25837C515,,,1,115,,,,2015,,,2,0,,,,0,0.0,,,,,,1.0,0.0
FL-2023-0254,1,FL1834MY,Fire/explosion (fuel),,,,Machinery failure,,,,,,Fuel,,-1,41,101 to 500 hours,,No education, ,,,,,,0,,,,Cabin motorboat,,31,Sterndrive,,Fiberglass,,Gas,Propeller,Cruising,,Boating/relaxation,,0,SEA RAY BOATS INC,,SERT6161B505,,,2,,,,,2005,,,,0,,,,,3500.0,,,,,,0.0,2.0
FL-2023-0255,1,FL6109PW,Collision with recreational vessel,,,,Operator inexperience,,,,,,,,0,74,Under 10 hours,,No education, ,,,,,,0,,,,Pontoon,,25,Outboard,,Aluminum,,Gas,Propeller,Changing direction,,Boating/relaxation,,0,TRACKER MARINE LLC,,BUJ24007D313,,,1,,,,,2013,,,3,0,,,,0,0.0,,,,,,0.0,0.0
FL-2023-0255,2,FL6938MV,Vessel struck by another vessel,,,,None; not at fault,,,,,,,,,,No operator,,No operator,,,,,,,,,,,Open motorboat,,23,Outboard,,Fiberglass,,Gas,Propeller,Tied to dock/mooring,,None; not in use,,,KEY WEST BOATS INC,,KWEEC128I304,,,1,250,,,,2004,,,,,,,,,5181.0,,,,,,0.0,0.0
FL-2023-0255,3,FL7694PG,Vessel struck by another vessel,,,,None; not at fault,,,,,,,,,,No operator,,No operator,,,,,,,,,,,Open motorboat,,20,Outboard,,Fiberglass,,Gas,Propeller,Tied to dock/mooring,,None; not in use,,,STARCRAFT MARINE LLC,,STR28944I112,,,1,250,,,,2012,,,,,,,,,,,,,,,0.0,0.0
FL-2023-0255,4,FL4110LT,Vessel struck by another vessel,,,,None; not at fault,,,,,,,,,,No operator,,No operator,,,,,,,,,,,Open motorboat,,23,Outboard,,Fiberglass,,Gas,Propeller,Tied to dock/mooring,,None; not in use,,,HYDRA-SPORTS INC,,HSXYC186K001,,,1,225,,,,2001,,,,,,,,,,,,,,,0.0,0.0
FL-2023-0256,1,FL6830SX,Collision with fixed object,,,,Improper lookout,Force of wake/wave,,,,,,,-1,74,101 to 500 hours,,State, ,N,,,,,0,,,,Open motorboat,,34,Outboard,,Fiberglass,,Gas,Propeller,Cruising,,Boating/relaxation,,0,SEA RAY BOATS INC,,SERV1939J617,,,2,700,,,,2017,,,4,0,,,,0,30000.0,,10000.0,,,,0.0,2.0
FL-2023-0257,1,FL3971TF,Collision with recreational vessel,,,,Operator inexperience,,,,,,,,-1,14,Under 10 hours,,State,Y,,,,,,,,,,Personal watercraft,,11,Inboard,,Fiberglass,,Gas,Water jet,Changing direction,,Boating/relaxation,,-1,BRP INC,,YDV47085A222,,,,,,,,2022,,,2,0,,,,0,5000.0,,,,,,0.0,0.0
FL-2023-0257,2,FL3990TF,Vessel struck by another vessel,,,,None; not at fault,,,,,,,,0,48,Under 10 hours,,State,Y,,,,,,0,,,,Personal watercraft,,11,Inboard,,Fiberglass,,Gas,Water jet,Cruising,,Boating/relaxation,,-1,BRP INC,,YDV49682A222,,,,,,,,2022,,,1,0,,,,0,300.0,,,,,,0.0,0.0
